x,y,z,Bx,By,By,Bp,faceid
-13.433,21.9170000000001,-32.9,50,0,0,-366,3
-13.433,22.6240000000001,-32.9,50,0,0,-366,3
-13.433,23.3310000000001,-32.9,50,0,0,-366,3
-13.433,24.0380000000001,-32.9,50,0,0,-366,3
-13.433,24.7450000000001,-32.9,50,0,0,-366,3
-13.433,25.4520000000001,-32.9,50,0,0,-366,3
-13.433,26.1590000000001,-32.9,50,0,0,-366,3
-13.433,26.8660000000001,-32.9,50,0,0,-366,3
-13.433,27.5730000000001,-32.9,50,0,0,-366,3
-13.433,28.2800000000001,-32.9,50,0,0,-366,3
-13.433,28.9870000000001,-32.9,50,0,0,-366,3
-12.726,-28.987,-32.9,50,0,0,-366,3
-12.726,-28.28,-32.9,50,0,0,-366,3
-12.726,-27.573,-32.9,50,0,0,-366,3
-12.726,-26.866,-32.9,50,0,0,-366,3
-12.726,-26.159,-32.9,50,0,0,-366,3
-12.726,-25.452,-32.9,50,0,0,-366,3
-12.726,-24.745,-32.9,50,0,0,-366,3
-12.726,-24.038,-32.9,50,0,0,-366,3
-12.726,-23.331,-32.9,50,0,0,-366,3
-12.726,-22.624,-32.9,50,0,0,-366,3
-12.726,-21.917,-32.9,50,0,0,-366,3
-12.726,-21.21,-32.9,50,0,0,-366,3
-12.726,-20.503,-32.9,50,0,0,-366,3
-12.726,-19.796,-32.9,50,0,0,-366,3
-12.726,-19.089,-32.9,50,0,0,-366,3
-12.726,-18.382,-32.9,50,0,0,-366,3
-12.726,-17.675,-32.9,50,0,0,-366,3
-12.726,-16.968,-32.9,50,0,0,-366,3
-12.726,-16.261,-32.9,50,0,0,-366,3
-12.726,-15.554,-32.9,50,0,0,-366,3
-12.726,-14.847,-32.9,50,0,0,-366,3
-12.726,-14.14,-32.9,50,0,0,-366,3
-12.726,-13.433,-32.9,50,0,0,-366,3
-12.726,-12.726,-32.9,50,0,0,-366,3
-12.726,-12.019,-32.9,50,0,0,-366,3
-12.726,-11.312,-32.9,50,0,0,-366,3
-12.726,-10.605,-32.9,50,0,0,-366,3
-12.726,-9.89799999999998,-32.9,50,0,0,-366,3
-12.726,-9.19099999999998,-32.9,50,0,0,-366,3
-12.726,-8.48399999999998,-32.9,50,0,0,-366,3
-12.726,-7.77699999999998,-32.9,50,0,0,-366,3
-12.726,-7.06999999999998,-32.9,50,0,0,-366,3
-12.726,-6.36299999999998,-32.9,50,0,0,-366,3
-12.726,-5.65599999999997,-32.9,50,0,0,-366,3
-12.726,-4.94899999999997,-32.9,50,0,0,-366,3
-12.726,-4.24199999999997,-32.9,50,0,0,-366,3
-12.726,-3.53499999999997,-32.9,50,0,0,-366,3
-12.726,-2.82799999999997,-32.9,50,0,0,-366,3
-12.726,-2.12099999999997,-32.9,50,0,0,-366,3
-12.726,-1.41399999999997,-32.9,50,0,0,-366,3
-12.726,-0.706999999999969,-32.9,50,0,0,-366,3
-12.726,3.19744231092045E-14,-32.9,50,0,0,-366,3
-12.726,0.707000000000033,-32.9,50,0,0,-366,3
-12.726,1.41400000000003,-32.9,50,0,0,-366,3
-12.726,2.12100000000003,-32.9,50,0,0,-366,3
-12.726,2.82800000000003,-32.9,50,0,0,-366,3
-12.726,3.53500000000004,-32.9,50,0,0,-366,3
-12.726,4.24200000000004,-32.9,50,0,0,-366,3
-12.726,4.94900000000004,-32.9,50,0,0,-366,3
-12.726,5.65600000000004,-32.9,50,0,0,-366,3
-12.726,6.36300000000004,-32.9,50,0,0,-366,3
-12.726,7.07000000000004,-32.9,50,0,0,-366,3
-12.726,7.77700000000004,-32.9,50,0,0,-366,3
-12.726,8.48400000000004,-32.9,50,0,0,-366,3
-12.726,9.19100000000004,-32.9,50,0,0,-366,3
-12.726,9.89800000000004,-32.9,50,0,0,-366,3
-12.726,10.605,-32.9,50,0,0,-366,3
-12.726,11.312,-32.9,50,0,0,-366,3
-12.726,12.019,-32.9,50,0,0,-366,3
-12.726,12.726,-32.9,50,0,0,-366,3
-12.726,13.433,-32.9,50,0,0,-366,3
-12.726,14.14,-32.9,50,0,0,-366,3
-12.726,14.847,-32.9,50,0,0,-366,3
-12.726,15.554,-32.9,50,0,0,-366,3
-12.726,16.2610000000001,-32.9,50,0,0,-366,3
-12.726,16.9680000000001,-32.9,50,0,0,-366,3
-12.726,17.6750000000001,-32.9,50,0,0,-366,3
-12.726,18.3820000000001,-32.9,50,0,0,-366,3
-12.726,19.0890000000001,-32.9,50,0,0,-366,3
-12.726,19.7960000000001,-32.9,50,0,0,-366,3
-12.726,20.5030000000001,-32.9,50,0,0,-366,3
-12.726,21.2100000000001,-32.9,50,0,0,-366,3
-12.726,21.9170000000001,-32.9,50,0,0,-366,3
-12.726,22.6240000000001,-32.9,50,0,0,-366,3
-12.726,23.3310000000001,-32.9,50,0,0,-366,3
-12.726,24.0380000000001,-32.9,50,0,0,-366,3
-12.726,24.7450000000001,-32.9,50,0,0,-366,3
-12.726,25.4520000000001,-32.9,50,0,0,-366,3
-12.726,26.1590000000001,-32.9,50,0,0,-366,3
-12.726,26.8660000000001,-32.9,50,0,0,-366,3
-12.726,27.5730000000001,-32.9,50,0,0,-366,3
-12.726,28.2800000000001,-32.9,50,0,0,-366,3
-12.726,28.9870000000001,-32.9,50,0,0,-366,3
-12.019,-28.987,-32.9,50,0,0,-366,3
-12.019,-28.28,-32.9,50,0,0,-366,3
-12.019,-27.573,-32.9,50,0,0,-366,3
-12.019,-26.866,-32.9,50,0,0,-366,3
-12.019,-26.159,-32.9,50,0,0,-366,3
-12.019,-25.452,-32.9,50,0,0,-366,3
-12.019,-24.745,-32.9,50,0,0,-366,3
-12.019,-24.038,-32.9,50,0,0,-366,3
-12.019,-23.331,-32.9,50,0,0,-366,3
-12.019,-22.624,-32.9,50,0,0,-366,3
-12.019,-21.917,-32.9,50,0,0,-366,3
-12.019,-21.21,-32.9,50,0,0,-366,3
-12.019,-20.503,-32.9,50,0,0,-366,3
-12.019,-19.796,-32.9,50,0,0,-366,3
-12.019,-19.089,-32.9,50,0,0,-366,3
-12.019,-18.382,-32.9,50,0,0,-366,3
-12.019,-17.675,-32.9,50,0,0,-366,3
-12.019,-16.968,-32.9,50,0,0,-366,3
-12.019,-16.261,-32.9,50,0,0,-366,3
-12.019,-15.554,-32.9,50,0,0,-366,3
-12.019,-14.847,-32.9,50,0,0,-366,3
-12.019,-14.14,-32.9,50,0,0,-366,3
-12.019,-13.433,-32.9,50,0,0,-366,3
-12.019,-12.726,-32.9,50,0,0,-366,3
-12.019,-12.019,-32.9,50,0,0,-366,3
-12.019,-11.312,-32.9,50,0,0,-366,3
-12.019,-10.605,-32.9,50,0,0,-366,3
-12.019,-9.89799999999998,-32.9,50,0,0,-366,3
-12.019,-9.19099999999998,-32.9,50,0,0,-366,3
-12.019,-8.48399999999998,-32.9,50,0,0,-366,3
-12.019,-7.77699999999998,-32.9,50,0,0,-366,3
-12.019,-7.06999999999998,-32.9,50,0,0,-366,3
-12.019,-6.36299999999998,-32.9,50,0,0,-366,3
-12.019,-5.65599999999997,-32.9,50,0,0,-366,3
-12.019,-4.94899999999997,-32.9,50,0,0,-366,3
-12.019,-4.24199999999997,-32.9,50,0,0,-366,3
-12.019,-3.53499999999997,-32.9,50,0,0,-366,3
-12.019,-2.82799999999997,-32.9,50,0,0,-366,3
-12.019,-2.12099999999997,-32.9,50,0,0,-366,3
-12.019,-1.41399999999997,-32.9,50,0,0,-366,3
-12.019,-0.706999999999969,-32.9,50,0,0,-366,3
-12.019,3.19744231092045E-14,-32.9,50,0,0,-366,3
-12.019,0.707000000000033,-32.9,50,0,0,-366,3
-12.019,1.41400000000003,-32.9,50,0,0,-366,3
-12.019,2.12100000000003,-32.9,50,0,0,-366,3
-12.019,2.82800000000003,-32.9,50,0,0,-366,3
-12.019,3.53500000000004,-32.9,50,0,0,-366,3
-12.019,4.24200000000004,-32.9,50,0,0,-366,3
-12.019,4.94900000000004,-32.9,50,0,0,-366,3
-12.019,5.65600000000004,-32.9,50,0,0,-366,3
-12.019,6.36300000000004,-32.9,50,0,0,-366,3
-12.019,7.07000000000004,-32.9,50,0,0,-366,3
-12.019,7.77700000000004,-32.9,50,0,0,-366,3
-12.019,8.48400000000004,-32.9,50,0,0,-366,3
-12.019,9.19100000000004,-32.9,50,0,0,-366,3
-12.019,9.89800000000004,-32.9,50,0,0,-366,3
-12.019,10.605,-32.9,50,0,0,-366,3
-12.019,11.312,-32.9,50,0,0,-366,3
-12.019,12.019,-32.9,50,0,0,-366,3
-12.019,12.726,-32.9,50,0,0,-366,3
-12.019,13.433,-32.9,50,0,0,-366,3
-12.019,14.14,-32.9,50,0,0,-366,3
-12.019,14.847,-32.9,50,0,0,-366,3
-12.019,15.554,-32.9,50,0,0,-366,3
-12.019,16.2610000000001,-32.9,50,0,0,-366,3
-12.019,16.9680000000001,-32.9,50,0,0,-366,3
-12.019,17.6750000000001,-32.9,50,0,0,-366,3
-12.019,18.3820000000001,-32.9,50,0,0,-366,3
-12.019,19.0890000000001,-32.9,50,0,0,-366,3
-12.019,19.7960000000001,-32.9,50,0,0,-366,3
-12.019,20.5030000000001,-32.9,50,0,0,-366,3
-12.019,21.2100000000001,-32.9,50,0,0,-366,3
-12.019,21.9170000000001,-32.9,50,0,0,-366,3
-12.019,22.6240000000001,-32.9,50,0,0,-366,3
-12.019,23.3310000000001,-32.9,50,0,0,-366,3
-12.019,24.0380000000001,-32.9,50,0,0,-366,3
-12.019,24.7450000000001,-32.9,50,0,0,-366,3
-12.019,25.4520000000001,-32.9,50,0,0,-366,3
-12.019,26.1590000000001,-32.9,50,0,0,-366,3
-12.019,26.8660000000001,-32.9,50,0,0,-366,3
-12.019,27.5730000000001,-32.9,50,0,0,-366,3
-12.019,28.2800000000001,-32.9,50,0,0,-366,3
-12.019,28.9870000000001,-32.9,50,0,0,-366,3
-11.312,-29.694,-32.9,50,0,0,-366,3
-11.312,-28.987,-32.9,50,0,0,-366,3
-11.312,-28.28,-32.9,50,0,0,-366,3
-11.312,-27.573,-32.9,50,0,0,-366,3
-11.312,-26.866,-32.9,50,0,0,-366,3
-11.312,-26.159,-32.9,50,0,0,-366,3
-11.312,-25.452,-32.9,50,0,0,-366,3
-11.312,-24.745,-32.9,50,0,0,-366,3
-11.312,-24.038,-32.9,50,0,0,-366,3
-11.312,-23.331,-32.9,50,0,0,-366,3
-11.312,-22.624,-32.9,50,0,0,-366,3
-11.312,-21.917,-32.9,50,0,0,-366,3
-11.312,-21.21,-32.9,50,0,0,-366,3
-11.312,-20.503,-32.9,50,0,0,-366,3
-11.312,-19.796,-32.9,50,0,0,-366,3
-11.312,-19.089,-32.9,50,0,0,-366,3
-11.312,-18.382,-32.9,50,0,0,-366,3
-11.312,-17.675,-32.9,50,0,0,-366,3
-11.312,-16.968,-32.9,50,0,0,-366,3
-11.312,-16.261,-32.9,50,0,0,-366,3
-11.312,-15.554,-32.9,50,0,0,-366,3
-11.312,-14.847,-32.9,50,0,0,-366,3
-11.312,-14.14,-32.9,50,0,0,-366,3
-11.312,-13.433,-32.9,50,0,0,-366,3
-11.312,-12.726,-32.9,50,0,0,-366,3
-11.312,-12.019,-32.9,50,0,0,-366,3
-11.312,-11.312,-32.9,50,0,0,-366,3
-11.312,-10.605,-32.9,50,0,0,-366,3
-11.312,-9.89799999999998,-32.9,50,0,0,-366,3
-11.312,-9.19099999999998,-32.9,50,0,0,-366,3
-11.312,-8.48399999999998,-32.9,50,0,0,-366,3
-11.312,-7.77699999999998,-32.9,50,0,0,-366,3
-11.312,-7.06999999999998,-32.9,50,0,0,-366,3
-11.312,-6.36299999999998,-32.9,50,0,0,-366,3
-11.312,-5.65599999999997,-32.9,50,0,0,-366,3
-11.312,-4.94899999999997,-32.9,50,0,0,-366,3
-11.312,-4.24199999999997,-32.9,50,0,0,-366,3
-11.312,-3.53499999999997,-32.9,50,0,0,-366,3
-11.312,-2.82799999999997,-32.9,50,0,0,-366,3
-11.312,-2.12099999999997,-32.9,50,0,0,-366,3
-11.312,-1.41399999999997,-32.9,50,0,0,-366,3
-11.312,-0.706999999999969,-32.9,50,0,0,-366,3
-11.312,3.19744231092045E-14,-32.9,50,0,0,-366,3
-11.312,0.707000000000033,-32.9,50,0,0,-366,3
-11.312,1.41400000000003,-32.9,50,0,0,-366,3
-11.312,2.12100000000003,-32.9,50,0,0,-366,3
-11.312,2.82800000000003,-32.9,50,0,0,-366,3
-11.312,3.53500000000004,-32.9,50,0,0,-366,3
-11.312,4.24200000000004,-32.9,50,0,0,-366,3
-11.312,4.94900000000004,-32.9,50,0,0,-366,3
-11.312,5.65600000000004,-32.9,50,0,0,-366,3
-11.312,6.36300000000004,-32.9,50,0,0,-366,3
-11.312,7.07000000000004,-32.9,50,0,0,-366,3
-11.312,7.77700000000004,-32.9,50,0,0,-366,3
-11.312,8.48400000000004,-32.9,50,0,0,-366,3
-11.312,9.19100000000004,-32.9,50,0,0,-366,3
-11.312,9.89800000000004,-32.9,50,0,0,-366,3
-11.312,10.605,-32.9,50,0,0,-366,3
-11.312,11.312,-32.9,50,0,0,-366,3
-11.312,12.019,-32.9,50,0,0,-366,3
-11.312,12.726,-32.9,50,0,0,-366,3
-11.312,13.433,-32.9,50,0,0,-366,3
-11.312,14.14,-32.9,50,0,0,-366,3
-11.312,14.847,-32.9,50,0,0,-366,3
-11.312,15.554,-32.9,50,0,0,-366,3
-11.312,16.2610000000001,-32.9,50,0,0,-366,3
-11.312,16.9680000000001,-32.9,50,0,0,-366,3
-11.312,17.6750000000001,-32.9,50,0,0,-366,3
-11.312,18.3820000000001,-32.9,50,0,0,-366,3
-11.312,19.0890000000001,-32.9,50,0,0,-366,3
-11.312,19.7960000000001,-32.9,50,0,0,-366,3
-11.312,20.5030000000001,-32.9,50,0,0,-366,3
-11.312,21.2100000000001,-32.9,50,0,0,-366,3
-11.312,21.9170000000001,-32.9,50,0,0,-366,3
-11.312,22.6240000000001,-32.9,50,0,0,-366,3
-11.312,23.3310000000001,-32.9,50,0,0,-366,3
-11.312,24.0380000000001,-32.9,50,0,0,-366,3
-11.312,24.7450000000001,-32.9,50,0,0,-366,3
-11.312,25.4520000000001,-32.9,50,0,0,-366,3
-11.312,26.1590000000001,-32.9,50,0,0,-366,3
-11.312,26.8660000000001,-32.9,50,0,0,-366,3
-11.312,27.5730000000001,-32.9,50,0,0,-366,3
-11.312,28.2800000000001,-32.9,50,0,0,-366,3
-11.312,28.9870000000001,-32.9,50,0,0,-366,3
-11.312,29.6940000000001,-32.9,50,0,0,-366,3
-10.605,-29.694,-32.9,50,0,0,-366,3
-10.605,-28.987,-32.9,50,0,0,-366,3
-10.605,-28.28,-32.9,50,0,0,-366,3
-10.605,-27.573,-32.9,50,0,0,-366,3
-10.605,-26.866,-32.9,50,0,0,-366,3
-10.605,-26.159,-32.9,50,0,0,-366,3
-10.605,-25.452,-32.9,50,0,0,-366,3
-10.605,-24.745,-32.9,50,0,0,-366,3
-10.605,-24.038,-32.9,50,0,0,-366,3
-10.605,-23.331,-32.9,50,0,0,-366,3
-10.605,-22.624,-32.9,50,0,0,-366,3
-10.605,-21.917,-32.9,50,0,0,-366,3
-10.605,-21.21,-32.9,50,0,0,-366,3
-10.605,-20.503,-32.9,50,0,0,-366,3
-10.605,-19.796,-32.9,50,0,0,-366,3
-10.605,-19.089,-32.9,50,0,0,-366,3
-10.605,-18.382,-32.9,50,0,0,-366,3
-10.605,-17.675,-32.9,50,0,0,-366,3
-10.605,-16.968,-32.9,50,0,0,-366,3
-10.605,-16.261,-32.9,50,0,0,-366,3
-10.605,-15.554,-32.9,50,0,0,-366,3
-10.605,-14.847,-32.9,50,0,0,-366,3
-10.605,-14.14,-32.9,50,0,0,-366,3
-10.605,-13.433,-32.9,50,0,0,-366,3
-10.605,-12.726,-32.9,50,0,0,-366,3
-10.605,-12.019,-32.9,50,0,0,-366,3
-10.605,-11.312,-32.9,50,0,0,-366,3
-10.605,-10.605,-32.9,50,0,0,-366,3
-10.605,-9.89799999999998,-32.9,50,0,0,-366,3
-10.605,-9.19099999999998,-32.9,50,0,0,-366,3
-10.605,-8.48399999999998,-32.9,50,0,0,-366,3
-10.605,-7.77699999999998,-32.9,50,0,0,-366,3
-10.605,-7.06999999999998,-32.9,50,0,0,-366,3
-10.605,-6.36299999999998,-32.9,50,0,0,-366,3
-10.605,-5.65599999999997,-32.9,50,0,0,-366,3
-10.605,-4.94899999999997,-32.9,50,0,0,-366,3
-10.605,-4.24199999999997,-32.9,50,0,0,-366,3
-10.605,-3.53499999999997,-32.9,50,0,0,-366,3
-10.605,-2.82799999999997,-32.9,50,0,0,-366,3
-10.605,-2.12099999999997,-32.9,50,0,0,-366,3
-10.605,-1.41399999999997,-32.9,50,0,0,-366,3
-10.605,-0.706999999999969,-32.9,50,0,0,-366,3
-10.605,3.19744231092045E-14,-32.9,50,0,0,-366,3
-10.605,0.707000000000033,-32.9,50,0,0,-366,3
-10.605,1.41400000000003,-32.9,50,0,0,-366,3
-10.605,2.12100000000003,-32.9,50,0,0,-366,3
-10.605,2.82800000000003,-32.9,50,0,0,-366,3
-10.605,3.53500000000004,-32.9,50,0,0,-366,3
-10.605,4.24200000000004,-32.9,50,0,0,-366,3
-10.605,4.94900000000004,-32.9,50,0,0,-366,3
-10.605,5.65600000000004,-32.9,50,0,0,-366,3
-10.605,6.36300000000004,-32.9,50,0,0,-366,3
-10.605,7.07000000000004,-32.9,50,0,0,-366,3
-10.605,7.77700000000004,-32.9,50,0,0,-366,3
-10.605,8.48400000000004,-32.9,50,0,0,-366,3
-10.605,9.19100000000004,-32.9,50,0,0,-366,3
-10.605,9.89800000000004,-32.9,50,0,0,-366,3
-10.605,10.605,-32.9,50,0,0,-366,3
-10.605,11.312,-32.9,50,0,0,-366,3
-10.605,12.019,-32.9,50,0,0,-366,3
-10.605,12.726,-32.9,50,0,0,-366,3
-10.605,13.433,-32.9,50,0,0,-366,3
-10.605,14.14,-32.9,50,0,0,-366,3
-10.605,14.847,-32.9,50,0,0,-366,3
-10.605,15.554,-32.9,50,0,0,-366,3
-10.605,16.2610000000001,-32.9,50,0,0,-366,3
-10.605,16.9680000000001,-32.9,50,0,0,-366,3
-10.605,17.6750000000001,-32.9,50,0,0,-366,3
-10.605,18.3820000000001,-32.9,50,0,0,-366,3
-10.605,19.0890000000001,-32.9,50,0,0,-366,3
-10.605,19.7960000000001,-32.9,50,0,0,-366,3
-10.605,20.5030000000001,-32.9,50,0,0,-366,3
-10.605,21.2100000000001,-32.9,50,0,0,-366,3
-10.605,21.9170000000001,-32.9,50,0,0,-366,3
-10.605,22.6240000000001,-32.9,50,0,0,-366,3
-10.605,23.3310000000001,-32.9,50,0,0,-366,3
-10.605,24.0380000000001,-32.9,50,0,0,-366,3
-10.605,24.7450000000001,-32.9,50,0,0,-366,3
-10.605,25.4520000000001,-32.9,50,0,0,-366,3
-10.605,26.1590000000001,-32.9,50,0,0,-366,3
-10.605,26.8660000000001,-32.9,50,0,0,-366,3
-10.605,27.5730000000001,-32.9,50,0,0,-366,3
-10.605,28.2800000000001,-32.9,50,0,0,-366,3
-10.605,28.9870000000001,-32.9,50,0,0,-366,3
-10.605,29.6940000000001,-32.9,50,0,0,-366,3
-9.89799999999998,-30.401,-32.9,50,0,0,-366,3
-9.89799999999998,-29.694,-32.9,50,0,0,-366,3
-9.89799999999998,-28.987,-32.9,50,0,0,-366,3
-9.89799999999998,-28.28,-32.9,50,0,0,-366,3
-9.89799999999998,-27.573,-32.9,50,0,0,-366,3
-9.89799999999998,-26.866,-32.9,50,0,0,-366,3
-9.89799999999998,-26.159,-32.9,50,0,0,-366,3
-9.89799999999998,-25.452,-32.9,50,0,0,-366,3
-9.89799999999998,-24.745,-32.9,50,0,0,-366,3
-9.89799999999998,-24.038,-32.9,50,0,0,-366,3
-9.89799999999998,-23.331,-32.9,50,0,0,-366,3
-9.89799999999998,-22.624,-32.9,50,0,0,-366,3
-9.89799999999998,-21.917,-32.9,50,0,0,-366,3
-9.89799999999998,-21.21,-32.9,50,0,0,-366,3
-9.89799999999998,-20.503,-32.9,50,0,0,-366,3
-9.89799999999998,-19.796,-32.9,50,0,0,-366,3
-9.89799999999998,-19.089,-32.9,50,0,0,-366,3
-9.89799999999998,-18.382,-32.9,50,0,0,-366,3
-9.89799999999998,-17.675,-32.9,50,0,0,-366,3
-9.89799999999998,-16.968,-32.9,50,0,0,-366,3
-9.89799999999998,-16.261,-32.9,50,0,0,-366,3
-9.89799999999998,-15.554,-32.9,50,0,0,-366,3
-9.89799999999998,-14.847,-32.9,50,0,0,-366,3
-9.89799999999998,-14.14,-32.9,50,0,0,-366,3
-9.89799999999998,-13.433,-32.9,50,0,0,-366,3
-9.89799999999998,-12.726,-32.9,50,0,0,-366,3
-9.89799999999998,-12.019,-32.9,50,0,0,-366,3
-9.89799999999998,-11.312,-32.9,50,0,0,-366,3
-9.89799999999998,-10.605,-32.9,50,0,0,-366,3
-9.89799999999998,-9.89799999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-9.19099999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-8.48399999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-7.77699999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-7.06999999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-6.36299999999998,-32.9,50,0,0,-366,3
-9.89799999999998,-5.65599999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-4.94899999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-4.24199999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-3.53499999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-2.82799999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-2.12099999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-1.41399999999997,-32.9,50,0,0,-366,3
-9.89799999999998,-0.706999999999969,-32.9,50,0,0,-366,3
-9.89799999999998,3.19744231092045E-14,-32.9,50,0,0,-366,3
-9.89799999999998,0.707000000000033,-32.9,50,0,0,-366,3
-9.89799999999998,1.41400000000003,-32.9,50,0,0,-366,3
-9.89799999999998,2.12100000000003,-32.9,50,0,0,-366,3
-9.89799999999998,2.82800000000003,-32.9,50,0,0,-366,3
-9.89799999999998,3.53500000000004,-32.9,50,0,0,-366,3
-9.89799999999998,4.24200000000004,-32.9,50,0,0,-366,3
-9.89799999999998,4.94900000000004,-32.9,50,0,0,-366,3
-9.89799999999998,5.65600000000004,-32.9,50,0,0,-366,3
-9.89799999999998,6.36300000000004,-32.9,50,0,0,-366,3
-9.89799999999998,7.07000000000004,-32.9,50,0,0,-366,3
-9.89799999999998,7.77700000000004,-32.9,50,0,0,-366,3
-9.89799999999998,8.48400000000004,-32.9,50,0,0,-366,3
-9.89799999999998,9.19100000000004,-32.9,50,0,0,-366,3
-9.89799999999998,9.89800000000004,-32.9,50,0,0,-366,3
-9.89799999999998,10.605,-32.9,50,0,0,-366,3
-9.89799999999998,11.312,-32.9,50,0,0,-366,3
-9.89799999999998,12.019,-32.9,50,0,0,-366,3
-9.89799999999998,12.726,-32.9,50,0,0,-366,3
-9.89799999999998,13.433,-32.9,50,0,0,-366,3
-9.89799999999998,14.14,-32.9,50,0,0,-366,3
-9.89799999999998,14.847,-32.9,50,0,0,-366,3
-9.89799999999998,15.554,-32.9,50,0,0,-366,3
-9.89799999999998,16.2610000000001,-32.9,50,0,0,-366,3
-9.89799999999998,16.9680000000001,-32.9,50,0,0,-366,3
-9.89799999999998,17.6750000000001,-32.9,50,0,0,-366,3
-9.89799999999998,18.3820000000001,-32.9,50,0,0,-366,3
-9.89799999999998,19.0890000000001,-32.9,50,0,0,-366,3
-9.89799999999998,19.7960000000001,-32.9,50,0,0,-366,3
-9.89799999999998,20.5030000000001,-32.9,50,0,0,-366,3
-9.89799999999998,21.2100000000001,-32.9,50,0,0,-366,3
-9.89799999999998,21.9170000000001,-32.9,50,0,0,-366,3
-9.89799999999998,22.6240000000001,-32.9,50,0,0,-366,3
-9.89799999999998,23.3310000000001,-32.9,50,0,0,-366,3
-9.89799999999998,24.0380000000001,-32.9,50,0,0,-366,3
-9.89799999999998,24.7450000000001,-32.9,50,0,0,-366,3
-9.89799999999998,25.4520000000001,-32.9,50,0,0,-366,3
-9.89799999999998,26.1590000000001,-32.9,50,0,0,-366,3
-9.89799999999998,26.8660000000001,-32.9,50,0,0,-366,3
-9.89799999999998,27.5730000000001,-32.9,50,0,0,-366,3
-9.89799999999998,28.2800000000001,-32.9,50,0,0,-366,3
-9.89799999999998,28.9870000000001,-32.9,50,0,0,-366,3
-9.89799999999998,29.6940000000001,-32.9,50,0,0,-366,3
-9.89799999999998,30.4010000000001,-32.9,50,0,0,-366,3
-9.19099999999998,-30.401,-32.9,50,0,0,-366,3
-9.19099999999998,-29.694,-32.9,50,0,0,-366,3
-9.19099999999998,-28.987,-32.9,50,0,0,-366,3
-9.19099999999998,-28.28,-32.9,50,0,0,-366,3
-9.19099999999998,-27.573,-32.9,50,0,0,-366,3
-9.19099999999998,-26.866,-32.9,50,0,0,-366,3
-9.19099999999998,-26.159,-32.9,50,0,0,-366,3
-9.19099999999998,-25.452,-32.9,50,0,0,-366,3
-9.19099999999998,-24.745,-32.9,50,0,0,-366,3
-9.19099999999998,-24.038,-32.9,50,0,0,-366,3
-9.19099999999998,-23.331,-32.9,50,0,0,-366,3
-9.19099999999998,-22.624,-32.9,50,0,0,-366,3
-9.19099999999998,-21.917,-32.9,50,0,0,-366,3
-9.19099999999998,-21.21,-32.9,50,0,0,-366,3
-9.19099999999998,-20.503,-32.9,50,0,0,-366,3
-9.19099999999998,-19.796,-32.9,50,0,0,-366,3
-9.19099999999998,-19.089,-32.9,50,0,0,-366,3
-9.19099999999998,-18.382,-32.9,50,0,0,-366,3
-9.19099999999998,-17.675,-32.9,50,0,0,-366,3
-9.19099999999998,-16.968,-32.9,50,0,0,-366,3
-9.19099999999998,-16.261,-32.9,50,0,0,-366,3
-9.19099999999998,-15.554,-32.9,50,0,0,-366,3
-9.19099999999998,-14.847,-32.9,50,0,0,-366,3
-9.19099999999998,-14.14,-32.9,50,0,0,-366,3
-9.19099999999998,-13.433,-32.9,50,0,0,-366,3
-9.19099999999998,-12.726,-32.9,50,0,0,-366,3
-9.19099999999998,-12.019,-32.9,50,0,0,-366,3
-9.19099999999998,-11.312,-32.9,50,0,0,-366,3
-9.19099999999998,-10.605,-32.9,50,0,0,-366,3
-9.19099999999998,-9.89799999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-9.19099999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-8.48399999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-7.77699999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-7.06999999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-6.36299999999998,-32.9,50,0,0,-366,3
-9.19099999999998,-5.65599999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-4.94899999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-4.24199999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-3.53499999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-2.82799999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-2.12099999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-1.41399999999997,-32.9,50,0,0,-366,3
-9.19099999999998,-0.706999999999969,-32.9,50,0,0,-366,3
-9.19099999999998,3.19744231092045E-14,-32.9,50,0,0,-366,3
-9.19099999999998,0.707000000000033,-32.9,50,0,0,-366,3
-9.19099999999998,1.41400000000003,-32.9,50,0,0,-366,3
-9.19099999999998,2.12100000000003,-32.9,50,0,0,-366,3
-9.19099999999998,2.82800000000003,-32.9,50,0,0,-366,3
