x,y,z,Bx,By,By,Bp,faceid
-24.038,10.605,-32.9,50,0,0,-366,3
-24.038,11.312,-32.9,50,0,0,-366,3
-24.038,12.019,-32.9,50,0,0,-366,3
-24.038,12.726,-32.9,50,0,0,-366,3
-24.038,13.433,-32.9,50,0,0,-366,3
-24.038,14.14,-32.9,50,0,0,-366,3
-24.038,14.847,-32.9,50,0,0,-366,3
-24.038,15.554,-32.9,50,0,0,-366,3
-24.038,16.2610000000001,-32.9,50,0,0,-366,3
-24.038,16.9680000000001,-32.9,50,0,0,-366,3
-24.038,17.6750000000001,-32.9,50,0,0,-366,3
-24.038,18.3820000000001,-32.9,50,0,0,-366,3
