x,y,z,Bx,By,Bz,Bp,faceid
-31.815,-2.82799999999997,32.9,0,303,-366,303,1
-31.815,-2.12099999999997,32.9,0,303,-366,303,1
-31.815,-1.41399999999997,32.9,0,303,-366,303,1
-31.815,-0.706999999999969,32.9,0,303,-366,303,1
-31.815,3.19744231092045E-14,32.9,0,303,-366,303,1
-31.815,0.707000000000033,32.9,0,303,-366,303,1
-31.815,1.41400000000003,32.9,0,303,-366,303,1
-31.815,2.12100000000003,32.9,0,303,-366,303,1
-31.815,2.82800000000003,32.9,0,303,-366,303,1
-31.108,-7.06999999999998,32.9,0,303,-366,303,1
-31.108,-6.36299999999998,32.9,0,303,-366,303,1
-31.108,-5.65599999999997,32.9,0,303,-366,303,1
-31.108,-4.94899999999997,32.9,0,303,-366,303,1
-31.108,-4.24199999999997,32.9,0,303,-366,303,1
-31.108,-3.53499999999997,32.9,0,303,-366,303,1
-31.108,-2.82799999999997,32.9,0,303,-366,303,1
-31.108,-2.12099999999997,32.9,0,303,-366,303,1
-31.108,-1.41399999999997,32.9,0,303,-366,303,1
-31.108,-0.706999999999969,32.9,0,303,-366,303,1
-31.108,3.19744231092045E-14,32.9,0,303,-366,303,1
-31.108,0.707000000000033,32.9,0,303,-366,303,1
-31.108,1.41400000000003,32.9,0,303,-366,303,1
-31.108,2.12100000000003,32.9,0,303,-366,303,1
-31.108,2.82800000000003,32.9,0,303,-366,303,1
-31.108,3.53500000000004,32.9,0,303,-366,303,1
-31.108,4.24200000000004,32.9,0,303,-366,303,1
-31.108,4.94900000000004,32.9,0,303,-366,303,1
-31.108,5.65600000000004,32.9,0,303,-366,303,1
-31.108,6.36300000000004,32.9,0,303,-366,303,1
-31.108,7.07000000000004,32.9,0,303,-366,303,1
-30.401,-9.89799999999998,32.9,0,303,-366,303,1
-30.401,-9.19099999999998,32.9,0,303,-366,303,1
-30.401,-8.48399999999998,32.9,0,303,-366,303,1
-30.401,-7.77699999999998,32.9,0,303,-366,303,1
-30.401,-7.06999999999998,32.9,0,303,-366,303,1
-30.401,-6.36299999999998,32.9,0,303,-366,303,1
-30.401,-5.65599999999997,32.9,0,303,-366,303,1
-30.401,-4.94899999999997,32.9,0,303,-366,303,1
-30.401,-4.24199999999997,32.9,0,303,-366,303,1
-30.401,-3.53499999999997,32.9,0,303,-366,303,1
-30.401,-2.82799999999997,32.9,0,303,-366,303,1
-30.401,-2.12099999999997,32.9,0,303,-366,303,1
-30.401,-1.41399999999997,32.9,0,303,-366,303,1
-30.401,-0.706999999999969,32.9,0,303,-366,303,1
